evidence_span_id,standard_id,standard_number,field,evidence_text,char_start,char_end,evidence_source,validation_status
EVS-V03-000030,MSV1-52A4FC6EAEBF8FE1,IS 13450 (Part 2/Sec 75):2026,title,Medical electrical equipment Part 2 Particular requirements for the basic safety and essential performance Section 75 Photodynamic therapy and photodynamic diagnosis equipment,0,175,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000031,MSV1-F6BAB5C5201D5B3E,IS 13450 (Part 2/Sec 83):2026,title,Medical electrical equipment Part 2 Particular requirements for the basic safety and essential performance Section 83 Home light therapy equipment,0,146,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000032,MSV1-CB5033454CF46F97,IS 5647:2026,title,p-TOLUIDINE SPECIFICATION,0,25,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000033,MSV1-1D08C26BAABC450A,IS 5649:2026,title,o-Toluidine,0,11,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000034,MSV1-121E312273C342CD,IS 6156:2026,title,Chlorosulphonic Acid — Code of Safety (First Revision),0,54,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000035,MSV1-238440F8B1C5DF30,IS 10870:2026,title,Hexane — Code of Safety (First Revision),0,40,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000036,MSV1-17AB49410C808873,IS 19887:2026,title,"Monocalcium phosphate, animal feed grade — Specification",0,56,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000037,MSV1-3AC813ED272F47C7,IS 19901:2026,title,Safe Handling of Biotherapeutic Products Used in Homoeopathy — Guidelines,0,73,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000038,MSV1-56488BF2DE8D3C2D,IS 19897:2026,title,Homoeopathic Mother Tinctures (Hydro-Alcoholic Extracts) — Test Methods,0,71,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000039,MSV1-C29C1E6215CD70B8,IS 19900:2026,title,Echinacea Angustifolia DC. Whole Plant for Use in Traditional Medicine — Specification,0,86,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000040,MSV1-C7A0A2CEA9EDCDAA,IS 19898:2026,title,Echinacea Angustifolia Hydro-Alcoholic Extract for Use in Homoeopathy — Specification,0,85,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000041,MSV1-073BAA08B6122FF1,IS 302 (Part 2/Sec 16):2026,title,Household and Similar Electrical Appliances - Safety Part 2 Particular Requirements Section 16 Food Waste Disposers,0,115,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000042,MSV1-9E8CA76691AB77AD,IS 302 (Part 2/Sec 36):2026,title,"Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 36 Commercial Electric Cooking Ranges, Ovens, Hobs and Hob Elements",0,159,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000043,MSV1-9568373A9402869B,IS 302 (Part 2/Sec 49):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 49 Commercial Electric Appliances for Keeping Food and Crockery Warm,0,160,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000044,MSV1-4F790F6EDA5FADBE,IS 302 (Part 2/Sec 54):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 54 Surface-Cleaning Appliances for Household Use Employing Liquids or Steam,0,167,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000045,MSV1-0D3263E3039E279B,IS/ISO/IEC/IEEE 8802 (Part 1):2021,title,Telecommunications and Exchange Between Information Technology Systems Requirements for Local and Metropolitan Area Networks Part 1X: Port-Based Network Access Control First Revision,0,182,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000046,MSV1-A9D21EFE6B4252C1,IS/ISO/IEC 11179 (Part 6):2023,title,Information Technology Metadata Registries MDR Part 6: Registration First Revision,0,82,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000047,MSV1-9CFA1FE8910113D0,IS/ISO/IEC 14882:2024,title,Programming languages C + + (Second Revision),0,45,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000048,MSV1-0C86F9F21218E54B,IS 302 (Part 2/Sec 26):2026,title,Household and Similar Electrical Appliances —— Safety Part 2 Particular Requirements Section 26 Clocks (Second Revision),0,120,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000049,MSV1-7999720A6F32853F,IS 7324:2026,title,BRIX HYDROMETERS SPECIFICATION Second Revision,0,46,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000050,MSV1-3377AE13642F3A3E,IS 15284 (Part 1):2026,title,Design and Construction for Ground Improvement — Code of Practice : Part 1 Stone Columns,0,88,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000051,MSV1-C956F39F4CBE6C55,IS 15284 (Part 2):2026,title,Design and Construction for Ground Improvement - Code of Practice : Part 2 Preconsolidation Using Vertical Drains,0,113,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000052,MSV1-A9948391AE2E7355,IS 6452:2026,title,High Alumina Cement for Structural Use - Specification (Second Revision),0,72,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000053,MSV1-28E0EFBB542CB521,IS 11233:2026,title,"Design and Construction of Foundations for Radar and Satellite Tracking Antennas, Microwave, Mobile and Television Towers — Code of Practice (First Revision)",0,157,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000054,MSV1-06A04D781D01A2C6,IS 17425:2026,title,Irrigation Equipment - Quick Coupled Polyethylene Pipes and Fittings for Sprinkler Irrigation Systems - Specification (First Revision),0,134,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000055,MSV1-EE967F00771BBFCC,IS 5306:2025,title,"Sodium carboxymethyl cellulose, food grade - Specification (third revision)",0,75,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000056,MSV1-B34CAE2322CD0273,IS 5867:2026,title,Leather Board for Footwear Insole - Specification (First Revision ),0,67,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000057,MSV1-A0F5D002CD6D8458,IS 7328:2026,title,POLYETHYLENE PE MATERIAL FOR MOULDING AND EXTRUSION SPECIFICATION Third Revision,0,80,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000058,MSV1-4E3774B3A1934884,IS 8122 (Part 2):2026,title,Combine Harvester — Part 2 Test Code (Second Revision),0,54,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000059,MSV1-94037F90D8E26E91,IS 8122 (Part 1):2026,title,Combine Harvester - Part 1 Terminology (Second Revision),0,56,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000060,MSV1-229DB785CAF139F3,IS 7585:2026,title,Wines - Methods of analysis (Second Revision),0,45,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000061,MSV1-38FC966A8B23DAF1,IS 9374:2026 P,title,Flour Milling Industry – Glossary (First Revision),0,50,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000062,MSV1-D4104E86FD409C9A,IS 1989 (Part 1):2026,title,Specification for leather safety boots and shoes: Part 1 for miners (Fifth Revision),0,84,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000063,MSV1-341D8871D06A8302,IS 1989 (Part 2):2026,title,Specification for leather safety boots and shoes: Part 2 for heavy metal industries (Fifth Revision),0,100,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000064,MSV1-306742234323BAD0,IS 2553 (Part 3):2026,title,Safety Glass — Specification Part 3 Solar Applications (First Revision),0,71,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000065,MSV1-D23D7435D3D50E05,IS 19655 (Part 6):2026,title,Handmade Paper for Certificates Specification,0,45,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000066,MSV1-B5CC69A422B27985,IS 19535:2026,title,Board - Determination of puncture resistance using a pendulum device,0,68,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000067,MSV1-545BE6EB7DCC4BB8,IS 19792:2026,title,Pharmacovigilance Centre for Ayurveda Siddha Sowa-Rigpa Unani and Homoeopathy ( ASU & H) systems Service Requirements,0,117,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000068,MSV1-C34C901843DA2D5A,IS 19878:2026,title,Metallic and Other Inorganic Coatings — Electropolishing as a Means of Smoothing and Passivating Stainless Steel,0,112,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000069,MSV1-802357F71631AFFF,IS 19885:2026,title,Geosynthetics - Drainage Geo-composite - Specification,0,54,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000070,MSV1-F4FC3A7D922E676B,IS 19700:2026,title,Stationery — Cutter Blades — Specification,0,42,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000071,MSV1-9DC23A884D902E31,IS 14452:2026,title,Textiles — Care Labelling Code Using Symbols (third revision),0,61,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000072,MSV1-FA7820263D6EA9F6,IS 17862:2026,title,E-Waste Management — Guidelines ( First Revision ),0,50,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000073,MSV1-EE4D9D49A42FE982,IS 19884:2026,title,Geosynthetic Clay Liner — Specification,0,39,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000074,MSV1-C81800F032E101C9,IS 12157:2026,title,Requirements for Construction of Work Platform of Powered Industrial Trucks (For Maintenance Purposes) (First Revision of IS 12157:1987),0,136,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000075,MSV1-1FF94D72C7865560,IS/ISO 7425 (Part 2):2021,title,"Hydraulic fluid power cylinders — Dimensions and tolerances of housings for elastomer energized, plastic-faced seals Part 2: Rod seal housings (first revision)",0,159,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000076,MSV1-0D94781525B38165,IS 7386:2026,title,Reverse-taper grooved pins — Half-length progressive grooves — Specification (Third Revision),0,93,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000077,MSV1-94D5BDD5BB26E38C,IS 16812:2026,title,Safety of Machinery — Interlocking Devices Associated with Guards — Principles for Design and Selection (First Revision),0,120,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000078,MSV1-302C8184BB21228D,IS 19841:2026,title,Galvanizing Grade (GG) Zinc Alloy Ingots for Hot Dip Galvanizing of Steel — Specification,0,89,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000079,MSV1-0853047EBA4C2BBA,IS 19592:2026,title,Gauge Block Comparator — Calibration,0,36,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000080,MSV1-A3AD2C99F6D3B04C,IS 3346:2026,title,Method for the Determination of Thermal Conductivity of Thermal Insulation Materials (Guarded Hot - Plate Method) (Second Revision),0,131,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000081,MSV1-C09219C191CD1358,IS 9357:2025,title,"Triallate, technical - Specification (first revision)",0,53,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000082,MSV1-6E2AC4A879DA5C3E,IS 14550:2025,title,Hexaconazole emulsifiable concentrate (EC) - Specification (first revision),0,75,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000083,MSV1-1C3D1AA19851F6FF,IS 16122:2026,title,Microbiology of the food chain — General requirements and guidance for microbiological examinations,0,99,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000084,MSV1-B9D1FE08BA19B57A,IS 19864:2026,title,DETERMINATION OF POLAR PESTICIDES IN RAW FOOD COMMODITIES OF PLANT ORIGIN BY LIQUID CHROMATOGRAPHY-TRIPLE QUADRUPOLE MASS SPECTROMETRY — METHOD OF TEST,0,151,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000085,MSV1-7451C258E34A751F,IS 19866:2026,title,Estimation of Paraquat and Diquat Residues in Plant Origin Products with Acidified Methanol Using LC-MS/MS — Method of Test,0,123,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000086,MSV1-64EB12ECDD1A95D0,IS 17874 (Part 2):2026,title,Glossary of Yoga Terminology - Part 2 Commonly used Terms from Gheranda Samhita,0,79,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000087,MSV1-66867C227F828F27,IS 17874 (Part 3):2026,title,Glossary of Yoga Terminology - Part 3 Commonly Used Terms from Hatha Yoga Pradipika,0,83,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000088,MSV1-DF3ED66004F6B364,IS 19510:2025,title,"Ametryn, technical - Specification",0,34,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000089,MSV1-B037D56F0ED5BAED,IS 19823:2026,title,"POTENTIOMETRIC DETERMINATION OF CHLORIDE IN MILK, MILK PRODUCTS AND MILK BASED NUTRITION FORMULATIONS (INFANT & ADULT) - METHOD OF TEST",0,135,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000090,MSV1-AE53EE491FC386E3,IS 19846:2026,title,Heat-processed foods in hermetically sealed containers — Determination of pH,0,76,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000091,MSV1-5BD5EE33863BBF72,IS 17113 (Part 7):2026,title,Microbiology of the food chain — Method validation — Part 7 : Protocol for the validation of identification methods of microorganisms,0,133,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000092,MSV1-698C080561EB07EC,IS 19844:2026,title,Microbiology of the food chain — Polymerase chain reaction (PCR) for the detection of microorganisms — Thermal performance testing of thermal cyclers,0,149,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000093,MSV1-23D3C2D3A60BC824,IS 19843:2026,title,Microbiology of the food chain — Detection and quantification of histamine in fish and fishery products — HPLC method,0,117,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000094,MSV1-55A346C419609FAE,IS 19859:2026,title,Water quality — Enumeration of intestinal enterococci Most probable number method,0,81,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000095,MSV1-01D376125BA0F557,IS 19848:2026,title,Water quality — Requirements for the comparison of the relative recovery of microorganisms by two quantitative methods,0,118,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000096,MSV1-D3876678EC2A0499,IS 19847:2026,title,"Water quality — Polymerase chain reaction (PCR) for the detection and quantification of microorganisms and viruses — General requirements, quality assurance and validation",0,171,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000097,MSV1-A92FA5B8E06BF287,IS 19860:2026,title,Water Quality — Detection and Quantification of Legionella spp. and/or Legionella Pneumophila by Concentration and Genic Amplification by Quantitative Polymerase Chain Reaction (qPCR) — On-Site Methods,0,201,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000098,MSV1-5FFC9FE2B0387F2D,IS 19845:2026,title,Water quality — Sampling for microbiological analysis,0,53,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000099,MSV1-82F0E9CD35E8A931,IS 302 (Part 2/Sec 17):2026,title,"Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 17 Blankets, Pads, Clothing and Similar Flexible Heating Appliances",0,159,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000100,MSV1-A7DCF70681073EAE,IS 302 (Part 2/Sec 10):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 10 Floor Treatment Machines and Wet Scrubbing Machines,0,146,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000101,MSV1-91EF7F4B938D71E1,IS 302 (Part 2/Sec 28):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 28 Sewing Machines,0,110,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000102,MSV1-37560BE34E3558A6,IS 302 (Part 2/Sec 37):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 37 Commercial Electric Doughnut Fryers and Deep Fat Fryers,0,150,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000103,MSV1-9A31F5182B4BEF80,IS 302 (Part 2/Sec 48):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 48 Commercial Electric Grillers and Toasters,0,136,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000104,MSV1-31DE370A379FB808,IS 302 (Part 2/Sec 98):2026,title,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 98 Humidifiers,0,106,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000105,MSV1-A272A6B335D6C75B,IS 19762:2026,title,Interconnection and Interoperability of Inverter-Based Resources (IBRs) Interconnecting with Associated Transmission Electric Power Systems,0,139,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000106,MSV1-E58C9523625C8DB7,IS 17017 (Part 23):2026,title,ELECTRIC VEHICLE CONDUCTIVE CHARGING SYSTEM PART 23: DC ELECTRIC VEHICLE SUPPLY EQUIPMENT First Revision,0,104,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000107,MSV1-7C9255AA2DA813CB,IS 13940:2026,title,"Cardiovascular Surgery Instruments — Bulldog Clamp, DeBakey Pattern —Specification ( First Revision )",0,101,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000108,MSV1-DE67857A5AA29730,IS/ISO/IEC 5218:2022,title,Information Technology Codes for the Representation of Human Sexes First Revision,0,81,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000109,MSV1-F8AE740159F945BD,IS 10680 (Part 1):2026,title,Programming languages Fortran Part 1: Base language Second Revision,0,67,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000110,MSV1-F0B2BE9C15DF3DEF,IS 14943 (Part 1):2026,title,Financial-Transaction-Card-Originated Messages — Interchange Message Specifications,0,83,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000111,MSV1-4F6822532A7855A7,IS/ISO 56001:2024,title,Innovation Management System — Requirements,0,43,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000112,MSV1-55C19B284F89F3CC,IS 19814:2026,title,Surgical Instruments - Scalpel Handle,0,37,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000113,MSV1-4D453E0ABEF71EAC,IS 19815:2026,title,Surgical Instruments - Scalpel Blade,0,36,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000114,MSV1-9EC291E6A78CC274,IS 19811:2026,title,Surgical Instruments - Disposable Scalpel,0,41,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000115,MSV1-C395702C2F0790E3,IS 19863 (Part 1):2026,title,Financial services -Financial information eXchange session layer -Part 1: FIX tagvalue encoding,0,95,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000116,MSV1-07FA5BBFD5BF4BDD,IS 19863 (Part 2):2026,title,Financial services -Financial information eXchange session layer -Part 2: FIX session layer,0,91,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000117,MSV1-05FC10FBF6167552,IS 19863 (Part 3):2026,title,Financial services -Financial information eXchange session layer -Part 3: FIX session layer test cases,0,102,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000118,MSV1-B2CC836DA84D217D,IS 1622:2026,title,Methods of Sampling and Microbiological Examination of Water and Wastewater (Second Revision),0,93,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000119,MSV1-970DCFD26B6F6889,IS/ISO 8573 (Part 5):2026,title,Compressed Air Part 5 Test Methods for Oil Vapour and Organic Solvent Content ( First Revision ),0,96,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000120,MSV1-6574984A1544326D,IS 16264:2026,title,Gas Analysis — Comparison Methods for Determining and Checking the Composition of Calibration Gas Mixtures ( First Revision ),0,125,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
EVS-V03-000121,MSV1-A6F75043795261A6,IS 16252:2026,title,Gas Analysis — Conversion of Gas Mixture Composition Data ( First Revision ),0,76,SOURCE_INVENTORY_TITLE,SOURCE_DERIVED
