requirement_id,standard_id,is_number,relevance,label_type,reason,annotator,validation_status
SYN-REQ-00033,MSV1-ACA33D17049B7DDB,IS 17984 (Part 4):2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00034,MSV1-16D15904229745DD,IS 1013:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00035,MSV1-B81BC870E55EBFFF,IS 14644 (Part 7):2000,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00036,MSV1-5AAEFBBBB093A70E,IS/ISO 71:2014,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00037,MSV1-C04F07EF31F1FEAC,IS/IEC 60068 (Part 3/Sec 1):2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00038,MSV1-D63F542EE2156E0B,IS 8560:1977,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00039,MSV1-4455E8D32414E939,IS 13990:1994,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00040,MSV1-CC0EF6BFF04FBA78,IS 10233:1982,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00041,MSV1-F5A117CFA6A89A52,IS 1420:1989,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00042,MSV1-20F980C6DE18EADC,IS 10840:1994,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00043,MSV1-D3BC74D77ED0F4F7,IS 8705:1978,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00044,MSV1-9BB274D7418FE7C4,IS 7779 (Part 2/Sec 2):1979,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00045,MSV1-E1A095C2E653AF03,IS/ISO 11138 (Part 2):2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00046,MSV1-D87E95A582F73F7A,IS 2601:2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00047,MSV1-1BA4FB281572E84A,IS 4681 (Part 1):2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00048,MSV1-4987A2E27DA3EC13,IS 864:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00049,MSV1-15A921B8AB460D19,IS 1448 (Part 54):2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00050,MSV1-F34930B4433C6EFD,IS 4980:2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00051,MSV1-181DA99A9755CF77,IS 7881 (Part 2):2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00052,MSV1-216B2AD022A6DB82,IS 5062 (Part 3):2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00053,MSV1-62876DA4B309C62E,IS/ISO/IEC 90003:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00054,MSV1-159215E002571816,IS 18943:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00055,MSV1-AC36832ABD6F44F0,IS 18383 (Part 2):2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00056,MSV1-D58636B0F249EF5F,IS/ISO/IEC 27402:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00057,MSV1-C9FA447378271B49,IS 17754 (Part 1):2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00058,MSV1-1924A37A30C5BED4,IS 10334:2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00059,MSV1-4D531161A2CAE000,IS 4366 (Part 2):1985,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00060,MSV1-10E0D11BAB6B0242,IS 13109 (Part 1):1991,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00061,MSV1-FB0D6C55631DCD07,IS 7879 (Part 5):2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00062,MSV1-C7486328BDB04795,IS/ISO 7451:2007,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00063,MSV1-32775E6D176E9B52,IS 17094 (Part 2):2019,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00064,MSV1-3EE6E6CEFBBBAA43,IS 296:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00065,MSV1-C28B849A19335353,IS 3846:1984,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00066,MSV1-F8585B27B64E0DB6,IS 308:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00067,MSV1-1D5C8ACDBD469023,IS 4227:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00068,MSV1-EBF0E53E3B7C8421,IS 301:1982,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00069,MSV1-4A907C376C1FEC4E,IS 14686 (Part 3):2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00070,MSV1-2FB8896FE57FF286,IS 15393 (Part 2):2021,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00071,MSV1-D77B00FB118D1847,IS 14772:2020,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00072,MSV1-F121E152DF098C26,IS 309:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00073,MSV1-4457FE82AC4343B7,IS 13821:1993,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00074,MSV1-EFE1C0A28FBC9938,IS 6656:1986,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00075,MSV1-36E2896A8F6DBE9A,IS 16612:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00076,MSV1-C3E775C5D3C0B676,IS 75:1973,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00077,MSV1-BD68203A8B808BEF,IS 12492:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00078,MSV1-711F12AA4D3185FF,IS 3479:1966,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00079,MSV1-05217E36FAA07E48,IS/ISO 6462:2011,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00080,MSV1-4FA6BEE58C0361E0,IS 3569:1966,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00081,MSV1-0ED0AEEAA160C0F3,IS 9077:1979,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00082,MSV1-F2B8C81D9651D8C4,IS 14172:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00083,MSV1-98C79E65FCA9B896,IS 15338:2003,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00084,MSV1-68B6BF273A128C63,IS 5985:1985,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00085,MSV1-3207589E6CC7265D,IS 3362:1977,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00086,MSV1-E079F3EE43F25F44,IS 4330:1967,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00087,MSV1-963CBAE1082EA5A5,IS 15862:2013,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00088,MSV1-E1F727A5B35B6642,IS 9567:2001,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00089,MSV1-8C5F266A8D69B02F,IS 7874 (Part 1):1975,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00090,MSV1-EAE3AFA1E85EB80E,IS 8725:1978,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00091,MSV1-EE90A0D9E44D291B,IS/ISO 20228:2019,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00092,MSV1-F6953CFBD86883DB,IS 18161:2023,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00093,MSV1-A2FB31A5B98B8AA1,IS/ISO 8980 (Part 5):2005,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00094,MSV1-DD923D9519598E49,IS 16328:2017,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00095,MSV1-0C870B59777C045A,IS 19538:2026,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00096,MSV1-EEEA61349762B9AD,IS 7891:2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00097,MSV1-50C6E265D848766B,IS 6749:1972,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00098,MSV1-E21CD74B38CBABAD,IS 18555 (Part 14):2024,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00099,MSV1-3B294176B4915696,IS/ISO 9336 (Part 1):2010,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00100,MSV1-7ECD94DD25A51E39,IS 5382:2018,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00101,MSV1-318E7EA7018451CF,IS 14173 (Part 1):2022,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00102,MSV1-CCD754723D09D544,IS 17153:2025,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00103,MSV1-1C3EEAAF6AF39E6D,IS 12527:1988,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
SYN-REQ-00104,MSV1-C9DD6A75C3062D38,IS 15363 (Part 3):2004,HIGHLY_RELEVANT,TITLE_GROUNDED_SYNTHETIC,Synthetic requirement was generated directly from this standard title; not an expert applicability judgment.,MANAKSETU_V02_GENERATOR,SYNTHETIC
