qco_id,is_number,product,order_name,notification_date,effective_date,mandatory_status,legal_basis,source,source_url,validation_status,last_verified
QCO-91CC7CF6B8A52CCB,IS 16810 (Part 1):2026,Safety of Machinery — Safety-Related Parts of Control Systems Part 1 General Principles for Design (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-B6E9F6917CF99B9C,IS 16815:2026,Safety of Machinery — Positioning of Safeguards with Respect to the Approach of the Human Body (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-17B99C7727716393,IS 7967:2026,Controlling Pollution of Marine Coastal Outfalls — Guidelines ( First Revision ),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-6E10DC099E1C0D62,IS 3256:2026,Textiles — Inland Packaging of Ropes and Cordages — Code of Practice (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-DE774AAE237868A9,IS 5175:2026,"Fibre ropes — Polypropylene split film monofilament and multifilament — 3-, 4-, 8- and 12- strand ropes (fifth revision)",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-630906B7E7177D1E,IS 13450 (Part 2/Sec 6):2026,Medical Electrical Equipment Part 2 Particular Requirements for Basic Safety and Essential Performance Section 6 Particular requirements for the basic safety and essential performance of microwave therapy equipment IEC 60601-2-6: 2022 MOD First Revision,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-56BB7575F5DB1321,IS 15732 (Part 1):2026,Endoscopes - Medical Endoscopes and Endotherapy Devices Part 1 General Requirements (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-626D37EFBD18A464,IS 15732 (Part 4):2026,Endoscopes - Medical endoscopes and endotherapy devices Part 4 Determination of maximum width of insertion portion (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-50EDAD8A279C1044,IS 13450 (Part 2/Sec 75):2026,Medical electrical equipment Part 2 Particular requirements for the basic safety and essential performance Section 75 Photodynamic therapy and photodynamic diagnosis equipment,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-6F417D462B4F56B1,IS 13450 (Part 2/Sec 83):2026,Medical electrical equipment Part 2 Particular requirements for the basic safety and essential performance Section 83 Home light therapy equipment,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-6BBFC754057D0DDF,IS 5647:2026,p-TOLUIDINE SPECIFICATION,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-67916D205C1585BB,IS 5649:2026,o-Toluidine,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-3CEF837EAA5CA803,IS 6156:2026,Chlorosulphonic Acid — Code of Safety (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-33C4D145E5210294,IS 10870:2026,Hexane — Code of Safety (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-0F4E4F94D144AC45,IS 19887:2026,"Monocalcium phosphate, animal feed grade — Specification",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-940ACA3C2B8C48A2,IS 19901:2026,Safe Handling of Biotherapeutic Products Used in Homoeopathy — Guidelines,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-EFE92569948B4027,IS 19897:2026,Homoeopathic Mother Tinctures (Hydro-Alcoholic Extracts) — Test Methods,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-B77BDAF55B29C3CD,IS 19900:2026,Echinacea Angustifolia DC. Whole Plant for Use in Traditional Medicine — Specification,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-0179971B69916EAE,IS 19898:2026,Echinacea Angustifolia Hydro-Alcoholic Extract for Use in Homoeopathy — Specification,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-79871C8021AD06E9,IS 302 (Part 2/Sec 16):2026,Household and Similar Electrical Appliances - Safety Part 2 Particular Requirements Section 16 Food Waste Disposers,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-7D96951310748F92,IS 302 (Part 2/Sec 36):2026,"Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 36 Commercial Electric Cooking Ranges, Ovens, Hobs and Hob Elements",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-DE7C26967FBEE0B9,IS 302 (Part 2/Sec 49):2026,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 49 Commercial Electric Appliances for Keeping Food and Crockery Warm,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-C2BC596DB7489C02,IS 302 (Part 2/Sec 54):2026,Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 54 Surface-Cleaning Appliances for Household Use Employing Liquids or Steam,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-5F6C8A8456146A84,IS/ISO/IEC/IEEE 8802 (Part 1):2021,Telecommunications and Exchange Between Information Technology Systems Requirements for Local and Metropolitan Area Networks Part 1X: Port-Based Network Access Control First Revision,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-E592AA8697CDC861,IS/ISO/IEC 11179 (Part 6):2023,Information Technology Metadata Registries MDR Part 6: Registration First Revision,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-968A94D52439DAC0,IS/ISO/IEC 14882:2024,Programming languages C + + (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-94A37BD6CE7715D3,IS 302 (Part 2/Sec 26):2026,Household and Similar Electrical Appliances —— Safety Part 2 Particular Requirements Section 26 Clocks (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-238BB299D752D325,IS 7324:2026,BRIX HYDROMETERS SPECIFICATION Second Revision,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-772C183002EFDDC0,IS 15284 (Part 1):2026,Design and Construction for Ground Improvement — Code of Practice : Part 1 Stone Columns,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-FCD0BFFEBBA003A8,IS 15284 (Part 2):2026,Design and Construction for Ground Improvement - Code of Practice : Part 2 Preconsolidation Using Vertical Drains,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-81B5C2E8D8A8BCB4,IS 6452:2026,High Alumina Cement for Structural Use - Specification (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-E22E79A7F56B0DC0,IS 11233:2026,"Design and Construction of Foundations for Radar and Satellite Tracking Antennas, Microwave, Mobile and Television Towers — Code of Practice (First Revision)",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-0657640BCA308B37,IS 17425:2026,Irrigation Equipment - Quick Coupled Polyethylene Pipes and Fittings for Sprinkler Irrigation Systems - Specification (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-B02C581766781D9C,IS 5306:2025,"Sodium carboxymethyl cellulose, food grade - Specification (third revision)",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-E091FFC1E6664C1E,IS 5867:2026,Leather Board for Footwear Insole - Specification (First Revision ),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-D54CE02BEA38F749,IS 7328:2026,POLYETHYLENE PE MATERIAL FOR MOULDING AND EXTRUSION SPECIFICATION Third Revision,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-936660E3826E86F6,IS 8122 (Part 2):2026,Combine Harvester — Part 2 Test Code (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-3BEB1796D1115565,IS 8122 (Part 1):2026,Combine Harvester - Part 1 Terminology (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-FD38F76D3F2ACE74,IS 7585:2026,Wines - Methods of analysis (Second Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-6741677979CB56EC,IS 9374:2026 P,Flour Milling Industry – Glossary (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-1E399C6A5D3C7BC5,IS 1989 (Part 1):2026,Specification for leather safety boots and shoes: Part 1 for miners (Fifth Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-9347259BA120AB5E,IS 1989 (Part 2):2026,Specification for leather safety boots and shoes: Part 2 for heavy metal industries (Fifth Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-BF3EEC2E3B71B3A7,IS 2553 (Part 3):2026,Safety Glass — Specification Part 3 Solar Applications (First Revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-075963C8EF4F5BA8,IS 19655 (Part 6):2026,Handmade Paper for Certificates Specification,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-A7E2CE56FBCB5872,IS 19535:2026,Board - Determination of puncture resistance using a pendulum device,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-2720CEABA99F3551,IS 19792:2026,Pharmacovigilance Centre for Ayurveda Siddha Sowa-Rigpa Unani and Homoeopathy ( ASU & H) systems Service Requirements,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-10A7419BACF94954,IS 19878:2026,Metallic and Other Inorganic Coatings — Electropolishing as a Means of Smoothing and Passivating Stainless Steel,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-DEAFF49E60F3BDB8,IS 19885:2026,Geosynthetics - Drainage Geo-composite - Specification,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-AC5907B72EE880CE,IS 19700:2026,Stationery — Cutter Blades — Specification,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-3A48622020B71205,IS 14452:2026,Textiles — Care Labelling Code Using Symbols (third revision),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
QCO-C56FB9835E26CD8F,IS 17862:2026,E-Waste Management — Guidelines ( First Revision ),NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NOT_AVAILABLE,NO_GOVERNMENT_QCO_SOURCE_LOADED,NOT_AVAILABLE,NEEDS_GOVERNMENT_SOURCE,2026-09-04
