candidate_id,query_id,standard_id,label,difficulty,record_type,synthetic_flag,validation_status
CAND-1F04FC3B28933247,SYN-Q-00024,MSV1-A56935BCAF61C5DA,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-3B7335ED77CC9FAC,SYN-Q-00024,MSV1-F116BCFA96A2ED48,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B00AE83D510A85AD,SYN-Q-00025,MSV1-CFBCFC071DA8AB32,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-1E146C7218D30901,SYN-Q-00025,MSV1-333F613675EECF89,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-11C289D549200B05,SYN-Q-00026,MSV1-55FB1F79EB65BAA6,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A4CA19BFC73B4E0D,SYN-Q-00026,MSV1-5D5149950F6E6A83,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B0636E6F58900C8D,SYN-Q-00027,MSV1-A3F46B38962E88BA,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-8C47E5EC9D4EFE52,SYN-Q-00027,MSV1-06748A884B356198,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3C6225395D374DF1,SYN-Q-00028,MSV1-7AD8E37548E77299,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-CD9631A64177C1C1,SYN-Q-00028,MSV1-FFE942A60A38872B,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-49E39C31C63F1E08,SYN-Q-00029,MSV1-51142D426ACE3C48,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-5AC8F71B8D700C3E,SYN-Q-00029,MSV1-71B652294131B92F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D306DF3D5CAB8A6C,SYN-Q-00030,MSV1-002B732AF92D3836,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-45E714E8A09E9AF1,SYN-Q-00030,MSV1-37C9A3A294221C52,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-10B2777F80B6C109,SYN-Q-00031,MSV1-FB09E8DE59382516,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0A283AF0C6F9DABD,SYN-Q-00031,MSV1-D6C09C50F5EE9B51,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0E1AF1A94DF470F0,SYN-Q-00032,MSV1-6AB0A38FA591DFE5,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-636ABC5E3F62B5CC,SYN-Q-00032,MSV1-E059551D1A49C734,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0FD0CC3261743219,SYN-Q-00033,MSV1-ACA33D17049B7DDB,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-94F3D5371BCDA4A7,SYN-Q-00033,MSV1-E34784D32A2082FD,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D2ACE06149886716,SYN-Q-00034,MSV1-16D15904229745DD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-ED1F34B3CFBFDB37,SYN-Q-00034,MSV1-B4515ECE619EB668,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F46FEC8BAB5FD431,SYN-Q-00035,MSV1-B81BC870E55EBFFF,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-B536A72B90CFF99B,SYN-Q-00035,MSV1-6EB7526DB7684150,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0D4B4D939497C8E4,SYN-Q-00036,MSV1-5AAEFBBBB093A70E,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-326440B5F0763D52,SYN-Q-00036,MSV1-20C9489A616DA393,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-C5BC8211D613AD21,SYN-Q-00037,MSV1-C04F07EF31F1FEAC,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-E27F93CC18F8D9F4,SYN-Q-00037,MSV1-6D5B0E1F9759EC1D,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-EB4F921A859405E8,SYN-Q-00038,MSV1-D63F542EE2156E0B,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-09833E3F5D0A4C82,SYN-Q-00038,MSV1-F3DE7ED18509B966,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-54C5FA5971E2A34A,SYN-Q-00039,MSV1-4455E8D32414E939,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-373D9E9118E80DD1,SYN-Q-00039,MSV1-51352396E5738078,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-39F130C726176DC0,SYN-Q-00040,MSV1-CC0EF6BFF04FBA78,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C7D3770DEE8FA01B,SYN-Q-00040,MSV1-24D5989C38C1797D,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-BB939F3CEDC41966,SYN-Q-00041,MSV1-F5A117CFA6A89A52,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9F0557C96ED91606,SYN-Q-00041,MSV1-FC11FB716615F6D2,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-16804EF8785BF2E4,SYN-Q-00042,MSV1-20F980C6DE18EADC,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-51BDD2E24404E3B8,SYN-Q-00042,MSV1-BA5290D886CD5F88,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-8D4BC84B8685483C,SYN-Q-00043,MSV1-D3BC74D77ED0F4F7,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-F023C98D31907DB7,SYN-Q-00043,MSV1-20AB76E0D3C13366,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-A00F54351FD45388,SYN-Q-00044,MSV1-9BB274D7418FE7C4,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-523BF9DC04B440EE,SYN-Q-00044,MSV1-1D8337DE7607B388,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-CF4FE68F1F6F89F3,SYN-Q-00045,MSV1-E1A095C2E653AF03,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-AE0951A212224C51,SYN-Q-00045,MSV1-798F12CFD0CF62FF,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-873E28A31CCAFDAA,SYN-Q-00046,MSV1-D87E95A582F73F7A,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-7B3F28881F5080C5,SYN-Q-00046,MSV1-62425D830DE67442,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-D0455ECF8F8F76FC,SYN-Q-00047,MSV1-1BA4FB281572E84A,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C6B56985546035F0,SYN-Q-00047,MSV1-B796A0A8CAED4FF5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-8DA6D5B74B85FD93,SYN-Q-00048,MSV1-4987A2E27DA3EC13,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-715521EF81DC18C8,SYN-Q-00048,MSV1-34D76A79AE9810D0,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-75564671D2D235B9,SYN-Q-00049,MSV1-15A921B8AB460D19,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-E67B543A7A799466,SYN-Q-00049,MSV1-06244C23B75E5E41,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-66742B9E7C78FB26,SYN-Q-00050,MSV1-F34930B4433C6EFD,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-F4B0BBBFFA28B5B0,SYN-Q-00050,MSV1-D3EE70B4614A6881,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-ACE0BBA781C7511B,SYN-Q-00051,MSV1-181DA99A9755CF77,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FADE7815E2060319,SYN-Q-00051,MSV1-272CA94AF25790E5,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B44C99403260C90C,SYN-Q-00052,MSV1-216B2AD022A6DB82,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-70B4364CB374F5C1,SYN-Q-00052,MSV1-5E430481A15CF995,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F87623FA9B5BD0E4,SYN-Q-00053,MSV1-62876DA4B309C62E,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-3264603A13AFE497,SYN-Q-00053,MSV1-9058D1D719295823,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-5C0F7C3E6A2268DF,SYN-Q-00054,MSV1-159215E002571816,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-D26AA5B811BACFDC,SYN-Q-00054,MSV1-27B2A58B19745B14,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-DAE37430D7F90D93,SYN-Q-00055,MSV1-AC36832ABD6F44F0,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-58874E4324121138,SYN-Q-00055,MSV1-BEAD4711F2F6890E,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-AAF7116CF6892FEE,SYN-Q-00056,MSV1-D58636B0F249EF5F,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0251C1B87C7EA147,SYN-Q-00056,MSV1-EB03EAFB6A1822E0,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-07B4EA0CD5B618C6,SYN-Q-00057,MSV1-C9FA447378271B49,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9203605F12EFBE4D,SYN-Q-00057,MSV1-1A7CF139DC10F7B9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-C744E41773185DA1,SYN-Q-00058,MSV1-1924A37A30C5BED4,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A06034D2342F0546,SYN-Q-00058,MSV1-670608446D96FD4F,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-20BB569BAD5365B9,SYN-Q-00059,MSV1-4D531161A2CAE000,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-60A284A4B84B65A4,SYN-Q-00059,MSV1-DC77FDC9FFDF68CB,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B740DF9B960544A0,SYN-Q-00060,MSV1-10E0D11BAB6B0242,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-85480EAA3755DEDE,SYN-Q-00060,MSV1-E5FA5D3AB5494980,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-725E336B49044B7B,SYN-Q-00061,MSV1-FB0D6C55631DCD07,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-0FEF8CC579128C57,SYN-Q-00061,MSV1-12F3DE341C2FCCB6,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-56DFCE875B0B2F88,SYN-Q-00062,MSV1-C7486328BDB04795,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-50D580BA21D38E5F,SYN-Q-00062,MSV1-33465A9EBBCA41E7,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-958F10B805AC26FE,SYN-Q-00063,MSV1-32775E6D176E9B52,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-7EDB3D6AEC93613A,SYN-Q-00063,MSV1-38492D4DCE19C7F0,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-8FA7C017737CFB6B,SYN-Q-00064,MSV1-3EE6E6CEFBBBAA43,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-FB525039167D7055,SYN-Q-00064,MSV1-A5C52B1607040FC7,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3339C996E03B9491,SYN-Q-00065,MSV1-C28B849A19335353,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-A39AD691569827CC,SYN-Q-00065,MSV1-604547FDDE388207,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-6815F3BFA2341F0C,SYN-Q-00066,MSV1-F8585B27B64E0DB6,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-27E58FFD4431026A,SYN-Q-00066,MSV1-862A5DC642BC6865,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-3E0A4BECF6EA458B,SYN-Q-00067,MSV1-1D5C8ACDBD469023,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-5AB032B2E622D1BD,SYN-Q-00067,MSV1-8C3167687AA80904,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-BA41FAC91087692F,SYN-Q-00068,MSV1-EBF0E53E3B7C8421,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C5EB72B4DF82F75C,SYN-Q-00068,MSV1-B3F6CEEDBFA1E505,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-F2395DCF38FA85F0,SYN-Q-00069,MSV1-4A907C376C1FEC4E,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-9E3FD316CA72C8D8,SYN-Q-00069,MSV1-1F8065AD485887C9,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-9A764E5570E5A63B,SYN-Q-00070,MSV1-2FB8896FE57FF286,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-4C3A47B72F5299DE,SYN-Q-00070,MSV1-927EE858548DEE87,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-8615D9FEB1585A9E,SYN-Q-00071,MSV1-D77B00FB118D1847,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-BB289DFEF6FBF9D6,SYN-Q-00071,MSV1-932AD2F716E32CFE,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-0E12B62B8520AC10,SYN-Q-00072,MSV1-F121E152DF098C26,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-598014136FAE7878,SYN-Q-00072,MSV1-E0F8ECB421AE8B1A,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-B30B44DB49D241A3,SYN-Q-00073,MSV1-4457FE82AC4343B7,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-200C18E31018D86F,SYN-Q-00073,MSV1-3B28A11521522FFC,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-43BF712FC762E321,SYN-Q-00074,MSV1-EFE1C0A28FBC9938,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-EF243FF45DD13324,SYN-Q-00074,MSV1-F7B4022E4F60A5E0,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-429510D55DF6E1D1,SYN-Q-00075,MSV1-36E2896A8F6DBE9A,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
CAND-C7F4DE9824FA9D7D,SYN-Q-00075,MSV1-20CC636EDA31CF3B,NEGATIVE,UNVALIDATED_HARD_NEGATIVE,SYNTHETIC,True,SYNTHETIC_NOT_EXPERT_VALIDATED
CAND-18CDCFE8A63CDA8D,SYN-Q-00076,MSV1-C3E775C5D3C0B676,POSITIVE,EASY,SYNTHETIC,True,SYNTHETIC
