pair_id,query,standard_id,label,record_type,synthetic_flag,validation_status
SPAIR-B69C2BA9FA55B269,Need applicable Indian Standard for Application guide for electrical relays for AC systems: Part i overcurrent relays for feeders and transformers,MSV1-7AD8E37548E77299,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-30F521B7224699AB,Need applicable Indian Standard for Straight bevel gears for general engineering and heavy engineering: Part 2 module and diametral pitches (First Revision),MSV1-51142D426ACE3C48,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B6B001A10019252A,Need applicable Indian Standard for Vitreous Enamelware - Method of Test Part 2: Test Methods Section 2: Low and High Voltage Tests for Detecting and Locating Defects (Second Revision),MSV1-002B732AF92D3836,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-6AB4B1E42C822510,Need applicable Indian Standard for Specification for bifurcated rivets for general purposes,MSV1-FB09E8DE59382516,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E1E489A98B073973,Need applicable Indian Standard for Internet of Things (loT) — Digital Twin — Use Cases,MSV1-6AB0A38FA591DFE5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4A19E5C0BCFC14EE,Need applicable Indian Standard for Industrial Furnaces and Associated Processing Equipment - Safety Part 4 Protective Systems,MSV1-ACA33D17049B7DDB,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-882DAD5E53435090,"Need applicable Indian Standard for Triple superphosphate, fertilizer grade - Specification (Second Revision)",MSV1-16D15904229745DD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-25E58AF191C93F26,Need applicable Indian Standard for Nickel alloys - Flame atomic absorption spectrometric analysis - Method: Part 7 determination of aluminium content,MSV1-B81BC870E55EBFFF,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-880C8DCE3B65AAF0,Need applicable Indian Standard for CINEMATOGRAPHY 16 MM NEGATIVE PHOTOGRAPHIC SOUND RECORD ON 16 MM 3516 MM AND 3532 MM MOTION PICTURE FILM POSITIONS AND DIMENSIONS Adoption of ISO 71:2014,MSV1-5AAEFBBBB093A70E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-61046D25FA4B77A3,Need applicable Indian Standard for Environmental testing Part 3 Supporting documentation and guidance section -1: Cold and dry heat tests,MSV1-C04F07EF31F1FEAC,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-CD31DF196854DD58,Need applicable Indian Standard for Specification for aluminium clad aluminium alloy sheet and strip for aircraft purposes (Alloy 24530),MSV1-D63F542EE2156E0B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-DE84F4F5BA61FF93,Need applicable Indian Standard for Precast Reinforced Concrete Planks and Joist for Roofing and Flooring - Specification,MSV1-4455E8D32414E939,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-37E8C9883A912FF6,Need applicable Indian Standard for Specification for Tractor - Operated Disc Ploughs,MSV1-CC0EF6BFF04FBA78,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F73E6C0DBB7F81FD,Need applicable Indian Standard for Light basic magnesium carbonate - Specification (Second Revision),MSV1-F5A117CFA6A89A52,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-568B0DB2CEE8FF49,Need applicable Indian Standard for Blow moulded HDPE containers for packing of vanaspati - Specification (Second Revision),MSV1-20F980C6DE18EADC,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-24B9BF97B270C071,Need applicable Indian Standard for Specification for static invertors for aircrafts,MSV1-D3BC74D77ED0F4F7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0DAB6246AD204F05,Need applicable Indian Standard for Schedule for properties and availability of stones for construction purposes: Part 2 Maharashtra state: Sec 2 engineering properties of building stones,MSV1-9BB274D7418FE7C4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-2595FD34FD60E93F,Need applicable Indian Standard for Sterilization of Health Care Products â€• Biological Indicators Part 2 Biological Indicators for Ethylene Oxide Sterilization Processes,MSV1-E1A095C2E653AF03,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-61505A43E7DF7138,Need applicable Indian Standard for Brass Anodes for Electroplating Specification,MSV1-D87E95A582F73F7A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C9E868A2D7CFE69E,Need applicable Indian Standard for Textiles - Determination of the recovery from creasing of a folded specimen of fabric by measuring the angle of recovery Part 1 Method of the horizontally folded specimen second revision,MSV1-1BA4FB281572E84A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-52724C8BE0A96498,Need applicable Indian Standard for TEXTILES HANDLOOM COTTON LIGHT SHEETING SPECIFICATION Second Revision,MSV1-4987A2E27DA3EC13,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D5AA145F3C6A484A,Need applicable Indian Standard for Methods of test for petroleum and its products [P : 54] determination of phosphorus content - Quinoline phosphomolybdate method (Third Revision),MSV1-15A921B8AB460D19,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A8DE71466A243D25,Need applicable Indian Standard for INDIAN CLUBS - SPECIFICATION,MSV1-F34930B4433C6EFD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-CF46B235DDE7A9B1,Need applicable Indian Standard for Glossary of Terms Relating to Builders Hardware Part 2 Latches (First revision ),MSV1-181DA99A9755CF77,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4303B4C3BD12A1E6,Need applicable Indian Standard for Methods of test for brown coals and lignite : Part 3 determination of the yields of tar water gas and coke residue by low temperature distillation (Second Revision),MSV1-216B2AD022A6DB82,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-798A0935757B9131,Need applicable Indian Standard for Software engineering Guidelines for the application of ISO 9001:2008 to computer software,MSV1-62876DA4B309C62E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-618BAC68E82D7931,Need applicable Indian Standard for Karanja [ Pongamia pinnata (L.) Pierre.] Seed for use in Traditional Medicine - Specification,MSV1-159215E002571816,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-04701C14E8942D4F,Need applicable Indian Standard for Equipment for Harvesting and Conservation - Round Balers - Part 2 Performance Test Method,MSV1-AC36832ABD6F44F0,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E4F433561BF19312,Need applicable Indian Standard for Cybersecurity - IoT Security and Privacy - Device Baseline Requirements,MSV1-D58636B0F249EF5F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3BBDF421F028CF31,Need applicable Indian Standard for Agricultural Grain Driers — Determination of Drying Performance : Part 1 General,MSV1-C9FA447378271B49,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1EA31A43BAB54C26,Need applicable Indian Standard for SELECTION SPLICING INSTALLATION AND PROVIDING PROTECTION TO THE OPEN ENDS OF CABLES USED FOR CONNECTING RESISTANCE TYPE MEASURING DEVICES IN CONCRETE AND MASONRY DAMS CODE OF PRACTICE,MSV1-1924A37A30C5BED4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-584132544118E13D,Need applicable Indian Standard for Specification for Agricultural Tillage Discs : Part 2 Flat Type (Second Revision),MSV1-4D531161A2CAE000,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-63368F3A05C725F8,"Need applicable Indian Standard for Specification for electronic equipment/systems for use in coal and metalliferrousmines: Part 1 definitions, general requirements and tests",MSV1-10E0D11BAB6B0242,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-71371ED323323CB1,Need applicable Indian Standard for Aeronautical and Astronautical - Glossary of Terms Part 5 Aerodynes (Heavier-Than-Air Aircraft) ( First Revision ),MSV1-FB0D6C55631DCD07,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-05740AA16DE62DB3,Need applicable Indian Standard for Earth - Moving machinery - Volumetric ratings for hoe - Type and grab - Type buckets of hydraulic excavators and backhoe loaders,MSV1-C7486328BDB04795,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9C5201FB12357100,Need applicable Indian Standard for Piston - Operated volumetric apparatus: Part 2 piston pipettes,MSV1-32775E6D176E9B52,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-040EF96ED806EB1D,Need applicable Indian Standard for SODIUM CARBONATE ANHYDROUS SPECIFICATION,MSV1-3EE6E6CEFBBBAA43,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4B7396E6ABE7F3B0,Need applicable Indian Standard for Specification for rot-proofed cotton tapes for aerospace purposes (first revision),MSV1-C28B849A19335353,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-6334E49F631A4779,Need applicable Indian Standard for Dissolved Acetylene (Gas) — Specification (Fourth Revision),MSV1-F8585B27B64E0DB6,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9DE2F89718A39AF7,Need applicable Indian Standard for Textiles - Braided Nylon Cords for Aerospace Purposes - Specification third revision,MSV1-1D5C8ACDBD469023,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1827A922F6468240,Need applicable Indian Standard for Specification for potassium nitrate for explosive and pyrotechnic compositions (Second Revision),MSV1-EBF0E53E3B7C8421,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-BA1D3F1A93284BC9,Need applicable Indian Standard for Radio Frequency and Coaxial Cable Assemblies Part 3 Sectional Specification for Semi-Flexible Coaxial Cable Assemblies (FIRST REVISION),MSV1-4A907C376C1FEC4E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E701F84D306E1F2B,Need applicable Indian Standard for Accuracy trueness and precision of measurement methods and results -- Part 2: Basic method for the determination of repeatability and reproducibility of a standard measurement method,MSV1-2FB8896FE57FF286,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F18053A8C81425A6,Need applicable Indian Standard for Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations — General Requirements ( First Revision ),MSV1-D77B00FB118D1847,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B3A0488B349930AD,Need applicable Indian Standard for Oxygen Compressed Gas and Liquid-Specification (Fifth Revision),MSV1-F121E152DF098C26,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-267B9AE540FF3C35,Need applicable Indian Standard for Forestry Tools - Wooden Filing Vice - Specification,MSV1-4457FE82AC4343B7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-C68D93407BF10512,Need applicable Indian Standard for Specification for caulking mallets,MSV1-EFE1C0A28FBC9938,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-61A2DF9C410BFE5D,"Need applicable Indian Standard for Solid mineral fuels - Determination of total carbon, hydrogen and nitrogen content - Instrumental method",MSV1-36E2896A8F6DBE9A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-98850F01756DDBF3,"Need applicable Indian Standard for Specification for linseed oil, raw and refined (Second Revision)",MSV1-C3E775C5D3C0B676,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9A9A0F16F71AC83A,Need applicable Indian Standard for Thermoplastics Hoses (Textile Reinforced) for Compressed Air — Specification (Second Revision),MSV1-BD68203A8B808BEF,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-0E3CDE2137519528,"Need applicable Indian Standard for General requirements for steel drop, upset and press forgings",MSV1-711F12AA4D3185FF,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-7EE2A9F6317A5F82,Need applicable Indian Standard for Face milling cutters with indexable inserts -- Dimensions,MSV1-05217E36FAA07E48,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-858DA54BC6A813D9,Need applicable Indian Standard for Specification for burner pliers,MSV1-4FA6BEE58C0361E0,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8CC83459AB672CF1,Need applicable Indian Standard for Code of practice for corrosion protection of steel reinforcement in RB and RCC construction,MSV1-0ED0AEEAA160C0F3,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3F27F59AF18C45CC,Need applicable Indian Standard for Identification cards Physical characteristics,MSV1-F2B8C81D9651D8C4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8547E432742DCB67,Need applicable Indian Standard for Spectrometric analysis of cast iron by direct reading optical emission vacuum spectrometer - Point to plane technique,MSV1-98C79E65FCA9B896,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5E40C0AE1BF226A9,Need applicable Indian Standard for Code of practice for handling and storage of bagged fertilizers (First Revision),MSV1-68B6BF273A128C63,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-6B2EE357A9FE9B15,Need applicable Indian Standard for Code of Practice for Natural Ventilaltion of Residential Buildings (First Revision),MSV1-3207589E6CC7265D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-63E93D9D9F190405,Need applicable Indian Standard for Methods of Measurements on Cathode - Ray Oscilloscope (Dc to 10 Mc/s),MSV1-E079F3EE43F25F44,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-62715C5C123C7362,Need applicable Indian Standard for Cotton Seed Delinting Machinery — HCL Gas Generation Unit — Specification,MSV1-963CBAE1082EA5A5,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-ED155FAD2851091A,Need applicable Indian Standard for Tin or tin - Lead coated copper wire - Specificaiton (First Revision),MSV1-E1F727A5B35B6642,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-530F3D1590B33782,Need applicable Indian Standard for Methods of tests for animal feeds and feeding stuffs: Part 1 general methods,MSV1-8C5F266A8D69B02F,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-09035036B53B26CA,Need applicable Indian Standard for Specification for wirebound wooden boxes,MSV1-EAE3AFA1E85EB80E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8D0DCA41744F930D,Need applicable Indian Standard for Interpreting services Legal interpreting Requirements,MSV1-EE90A0D9E44D291B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-F1569E503710CC06,"Need applicable Indian Standard for Textiles - Light Weight Jute Sacking Bags for Packing 50 kg Mustard Seed, Niger Seed and Ragi - Specification",MSV1-F6953CFBD86883DB,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D9F402A5D2042660,Need applicable Indian Standard for Ophthalmic optics - Uncut finished spectacle lenses: Part 5 minimum requirements for spectacle lens surfaces claimed to be abrasion - Resistant,MSV1-A2FB31A5B98B8AA1,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-9619CCB8CC117087,"Need applicable Indian Standard for Acetamiprid, SP - Specification",MSV1-DD923D9519598E49,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8B62155E4E8B8E15,Need applicable Indian Standard for Internal Combustion Engines - Piston Rings - Oil Control Rings,MSV1-0C870B59777C045A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-95138C42351E093E,Need applicable Indian Standard for INEDIBLE OFFALS TROLLEY SPECIFICATION First Revision of IS 7891,MSV1-EEEA61349762B9AD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8EF567DD4AB8432D,Need applicable Indian Standard for Glossary of terms relating to alcohol (ethyl) industry and trade,MSV1-50C6E265D848766B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-D5CB5363F0A097FA,Need applicable Indian Standard for Implants for surgery - Metallic materials Part 14 Wrought titanium 15-molybdenum 5-zirconium 3-aluminium alloy,MSV1-E21CD74B38CBABAD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-5D90CDEB80DFFA14,Need applicable Indian Standard for Optics and Photonics - Optional Transfer Function - Application Part 1 Interchangeable Lenses for 35 mm Still Cameras,MSV1-3B294176B4915696,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-1FBC55D81880F2B6,"Need applicable Indian Standard for Rubber seals - Joint rings for water supply, drainage and sewerage pipelines - Specification for materials (Second Revision)",MSV1-7ECD94DD25A51E39,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-FDD8F4F46C8DE127,Need applicable Indian Standard for Identification cards Identification of issuers Part 1: Numbering system,MSV1-318E7EA7018451CF,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-3BEA1DF7FBCE8BC4,Need applicable Indian Standard for DOMESTIC GAS STOVES AND BUILT IN HOB FOR USE WITH PNG SPECIFICATION (First Revision of IS 17153),MSV1-CCD754723D09D544,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-7AF5CDB6CA04B17E,Need applicable Indian Standard for General requirements for riders for buckets used in shaft sinking opeiRations in mines,MSV1-1C3EEAAF6AF39E6D,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-47128A10A20A58D8,Need applicable Indian Standard for Guide to terotechnology (The Economic Management Of Assets): Part 3 guide to the available techniques,MSV1-C9DD6A75C3062D38,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EACEAE7F1806A51D,Need applicable Indian Standard for Anaesthetic and respiratory equipment - Conical connectors: Part 1 cones and sockets (First Revision),MSV1-166619FDC5DA4526,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-68C0EF917ADCAE01,Need applicable Indian Standard for Wheat Bran as Livestock Feed Ingredient - Specification,MSV1-011A068CE3BBCED7,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-CD6F5E3E7DE81570,Need applicable Indian Standard for Insulating varnishes containing solvents: Part 3 specifications for individual materials: Sec 2 requirements for hot curing varnishes (First Revision),MSV1-45B3F0361AD3AF40,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-232E6A85EAFCC99E,Need applicable Indian Standard for Heat - Treated steel tapping screws - Mechanical properties (Fourth Revision),MSV1-F6E9FC24023398EE,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-A23FC1633894F479,Need applicable Indian Standard for Graphical symbols for diagrams: Part 10 Fluid power converters,MSV1-BFF73C2C4B8446B1,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-ACE8A0B42E58BF77,Need applicable Indian Standard for Community Seed Bank Management System - Requirements,MSV1-05CE13DB7516C49E,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-81D729F31FB2C6DF,Need applicable Indian Standard for Methods of Sampling and Test Physical and Chemical for Water and Wastewater Part 52 Chromium Section 2 Method Using Flow Analysis (FIA and CFA) and Spectrometric Detection,MSV1-E3F27BF3AB424BD3,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-92EB70A7FE7072B1,Need applicable Indian Standard for Medical textiles – Pressure garment – Specification,MSV1-2DB6D68C46BE451A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-EFB369B36E97AEBB,Need applicable Indian Standard for Textiles - Fishing gear materials - Methods of test Part 3: Determination of twist (first revision),MSV1-78861F572B04BCFD,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8A3428B44A98E45B,"Need applicable Indian Standard for Pesticides - 2, 4 - D sodium salt, technical - Specification",MSV1-00D1B38261ADBE8C,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-B9CB4C12241D212F,Need applicable Indian Standard for Geographic information - Geospatial API for features - Part 2: Coordinate Reference Systems by Reference,MSV1-7A836AB90053984A,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-393CF3CA00BEFCF2,"Need applicable Indian Standard for Specification for forceps, wire cutting, compound action, orthopaedic",MSV1-571ED5DC6E9B59A4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E2391B7CD213359D,Need applicable Indian Standard for Additional lubricants for male natural rubber latex condoms — Effect on condom strength,MSV1-7A816F6A3CF2C78B,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-ECE5BAC5ED1A25DE,Need applicable Indian Standard for Power Quality Measurement in Power Supply Systems Part 1 Power Quality Instruments (Pqi),MSV1-990FB15EF33D73C4,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-FC18191986E64EC5,Need applicable Indian Standard for Specification for wood wool building slabs,MSV1-8A8970820579FF63,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-E1A34C090D8475C5,Need applicable Indian Standard for Textiles – Tests for colour fastness Part C10 Colour fastness to washing with soap or soap and soda,MSV1-2D3946C3BA478F74,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-7EEC8403B4C73E19,Need applicable Indian Standard for Slickers for Leather Industry - Specification,MSV1-22ABD8979FE8BB21,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-4B0E00B015DBA334,"Need applicable Indian Standard for Cardiovascular surgery instruments - Clamps, bulldog, cross action type - Specification (First Revision)",MSV1-ACAFD2F4BC5DB334,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-8806280DD1725400,Need applicable Indian Standard for O - Anisidine - Specification (First Revision),MSV1-7F678E2CAFCA8767,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-FED22E51EE9185C0,Need applicable Indian Standard for Specification for Poultry Feeders (First Revision),MSV1-0B1492EBEA70F1E9,POSITIVE,SYNTHETIC,True,SYNTHETIC
SPAIR-83590224B6EC0BA3,Need applicable Indian Standard for Earth - Moving machinery - Definitions of dimensions and codes: Part 3 (Equipment And Attachments Second Revision),MSV1-488AA7EF52CD5E20,POSITIVE,SYNTHETIC,True,SYNTHETIC
