amendment_id,is_number,amendment_number,title,publication_date,effective_date,status,source,source_url,validation_status
AMD-B259F3151FB5F457,IS 8324:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-F3D192E8E73B8573,IS 13872:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-508BCDEBDEBB896E,IS 9874:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-C02187E790311F72,IS 10325:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-B63A23BF9B41648C,IS 12112:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-26BC61BD1618C10F,IS 7385:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-EDD5F0E067E49B0B,IS 13618:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-55BEFB201275DC0B,IS 12185:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-9D03F43FA43BBE5C,IS 11916:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-C085D132FCBE5FAD,IS 10447:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-E167A4DD2F2DF256,IS 11304:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-91CC7CF6B8A52CCB,IS 16810 (Part 1):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-B6E9F6917CF99B9C,IS 16815:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-17B99C7727716393,IS 7967:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-6E10DC099E1C0D62,IS 3256:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-DE774AAE237868A9,IS 5175:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-630906B7E7177D1E,IS 13450 (Part 2/Sec 6):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-56BB7575F5DB1321,IS 15732 (Part 1):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-626D37EFBD18A464,IS 15732 (Part 4):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-50EDAD8A279C1044,IS 13450 (Part 2/Sec 75):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-6F417D462B4F56B1,IS 13450 (Part 2/Sec 83):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-6BBFC754057D0DDF,IS 5647:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-67916D205C1585BB,IS 5649:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-3CEF837EAA5CA803,IS 6156:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-33C4D145E5210294,IS 10870:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-0F4E4F94D144AC45,IS 19887:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-940ACA3C2B8C48A2,IS 19901:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-EFE92569948B4027,IS 19897:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-B77BDAF55B29C3CD,IS 19900:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-0179971B69916EAE,IS 19898:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-79871C8021AD06E9,IS 302 (Part 2/Sec 16):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-7D96951310748F92,IS 302 (Part 2/Sec 36):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-DE7C26967FBEE0B9,IS 302 (Part 2/Sec 49):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-C2BC596DB7489C02,IS 302 (Part 2/Sec 54):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-5F6C8A8456146A84,IS/ISO/IEC/IEEE 8802 (Part 1):2021,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-E592AA8697CDC861,IS/ISO/IEC 11179 (Part 6):2023,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-968A94D52439DAC0,IS/ISO/IEC 14882:2024,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-94A37BD6CE7715D3,IS 302 (Part 2/Sec 26):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-238BB299D752D325,IS 7324:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-772C183002EFDDC0,IS 15284 (Part 1):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-FCD0BFFEBBA003A8,IS 15284 (Part 2):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-81B5C2E8D8A8BCB4,IS 6452:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-E22E79A7F56B0DC0,IS 11233:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-0657640BCA308B37,IS 17425:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-B02C581766781D9C,IS 5306:2025,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-E091FFC1E6664C1E,IS 5867:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-D54CE02BEA38F749,IS 7328:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-936660E3826E86F6,IS 8122 (Part 2):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-3BEB1796D1115565,IS 8122 (Part 1):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-FD38F76D3F2ACE74,IS 7585:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-6741677979CB56EC,IS 9374:2026 P,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-1E399C6A5D3C7BC5,IS 1989 (Part 1):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-9347259BA120AB5E,IS 1989 (Part 2):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-BF3EEC2E3B71B3A7,IS 2553 (Part 3):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-075963C8EF4F5BA8,IS 19655 (Part 6):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-A7E2CE56FBCB5872,IS 19535:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-2720CEABA99F3551,IS 19792:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-10A7419BACF94954,IS 19878:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-DEAFF49E60F3BDB8,IS 19885:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-AC5907B72EE880CE,IS 19700:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-3A48622020B71205,IS 14452:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-C56FB9835E26CD8F,IS 17862:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-FC603893645D66DF,IS 19884:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-F8A4CFE11729CDE2,IS 12157:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-923EF4C91BD4D6E2,IS/ISO 7425 (Part 2):2021,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-18F06F8B2440DAFC,IS 7386:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-2B0C971CD1E8FC57,IS 16812:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-9B029788EA2ADDE6,IS 19841:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-E0985578672925F1,IS 19592:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-CD3D9FD08C5EEF3A,IS 3346:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-3E2A3F2F108BDFC6,IS 9357:2025,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-772F52DF4F0ABFB3,IS 14550:2025,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-A848A0880D57914A,IS 16122:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-27B41556F4EA84C9,IS 19864:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-45BBADE4AE907DC9,IS 19866:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-ECECCAEE3A11832D,IS 17874 (Part 2):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-168CEE3E23AEA052,IS 17874 (Part 3):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-B6A3F8DCC5C1C733,IS 19510:2025,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-598D6DFADC679D02,IS 19823:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-8DCA4B3ECCA03C54,IS 19846:2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
AMD-203F14B17DEE2E9F,IS 17113 (Part 7):2026,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_VALIDATED,NO_AMENDMENT_SOURCE_IN_V02_CORE,NOT_AVAILABLE,NEEDS_AUTHORITATIVE_ENRICHMENT
