document_id,standard_id,standard_number,validation_status,record_type,synthetic_flag
DOC-C8EBDFF793CFDDC3,MSV1-C8EBDFF793CFDDC3,IS 1809:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7BCFF4DC0785E82D,MSV1-7BCFF4DC0785E82D,IS 3705:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5FE3AFBCE6CDC60E,MSV1-5FE3AFBCE6CDC60E,IS 3946:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7AF8130E8C253CDB,MSV1-7AF8130E8C253CDB,IS 5024:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E8C9F008B61DEE55,MSV1-E8C9F008B61DEE55,IS 5034:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3D0720BBBBDEE3E7,MSV1-3D0720BBBBDEE3E7,IS 13206:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2C8E76B5E54A4333,MSV1-2C8E76B5E54A4333,IS 15298 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DE3CA8347CEF7CE9,MSV1-DE3CA8347CEF7CE9,IS 12848:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5E9437B97D00FB22,MSV1-5E9437B97D00FB22,IS 1402:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BE938EEC9340E1E7,MSV1-BE938EEC9340E1E7,IS 3339:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-91D32E771D7C86FE,MSV1-91D32E771D7C86FE,IS 5303:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B6B1981A27DFA8D7,MSV1-B6B1981A27DFA8D7,IS 6366:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-9EADAD67D1547BB3,MSV1-9EADAD67D1547BB3,IS 7505:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-58B8BBF78FCBBA49,MSV1-58B8BBF78FCBBA49,IS 8228:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2164247E2581E694,MSV1-2164247E2581E694,IS 11286:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-15F75E9C363DE606,MSV1-15F75E9C363DE606,IS 2002:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D12B67B9E1CD8EFD,MSV1-D12B67B9E1CD8EFD,IS 2041:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6499E2D6577F18F7,MSV1-6499E2D6577F18F7,IS 18430 (Part 22):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-9750DCB641355EC5,MSV1-9750DCB641355EC5,IS 18699:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FC2882E458E68BBE,MSV1-FC2882E458E68BBE,IS 18430 (Part 29):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4AEECB6A0F180956,MSV1-4AEECB6A0F180956,IS 18430 (Part 40):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4178E9F0A71E2A62,MSV1-4178E9F0A71E2A62,IS 18430 (Part 61):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F3FA057C6C62D187,MSV1-F3FA057C6C62D187,IS 18430 (Part 71):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-26E106007547FB2D,MSV1-26E106007547FB2D,IS 18430 (Part 85):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0DF2C11BD25FB3F5,MSV1-0DF2C11BD25FB3F5,IS 18460:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DDB9D6ECC6078906,MSV1-DDB9D6ECC6078906,IS 18560:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-00BD07CE81FA6910,MSV1-00BD07CE81FA6910,IS 18694:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1D5C8ACDBD469023,MSV1-1D5C8ACDBD469023,IS 4227:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-71BAEC6656AA5E09,MSV1-71BAEC6656AA5E09,IS 4229:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F5941B023B6F1A1A,MSV1-F5941B023B6F1A1A,IS 12640 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C01DE3D0AC784601,MSV1-C01DE3D0AC784601,IS 18700:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-27A021ABA9973B4F,MSV1-27A021ABA9973B4F,IS 14654:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0830321E5B564ED5,MSV1-0830321E5B564ED5,IS 18701:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-39B8AC8DF7962C44,MSV1-39B8AC8DF7962C44,IS 18596 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1DE480DBE1F67D57,MSV1-1DE480DBE1F67D57,IS 18703:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BE1F8C934EE7429B,MSV1-BE1F8C934EE7429B,IS 18704:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-ED566E991E1C995C,MSV1-ED566E991E1C995C,IS 18461:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E3BEA1FB10DF234D,MSV1-E3BEA1FB10DF234D,IS 18759:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3E7CDFDE98D38A81,MSV1-3E7CDFDE98D38A81,IS 18706 (Part 6):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-AF981BA3D6B8B711,MSV1-AF981BA3D6B8B711,IS/IEC 60383 (Part 1):2023,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-42CF23CD5584F592,MSV1-42CF23CD5584F592,IS 18707:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FD3FB5511798FD4D,MSV1-FD3FB5511798FD4D,IS/IEC 61557 (Part 16):2023,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E55A1708CE04D83D,MSV1-E55A1708CE04D83D,IS 18708:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-582A0BA878791E96,MSV1-582A0BA878791E96,IS 18709:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C13ED10D9E1E6DB7,MSV1-C13ED10D9E1E6DB7,IS 18710:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-71C93EE9A800D632,MSV1-71C93EE9A800D632,IS 18711:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-205BC7D552C91677,MSV1-205BC7D552C91677,IS 18712:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2B9F8C0285806C7E,MSV1-2B9F8C0285806C7E,IS 18750 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C48455839CBE1E0F,MSV1-C48455839CBE1E0F,IS 18750 (Part 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B731DE33E2A1A311,MSV1-B731DE33E2A1A311,IS 18750 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EAA2C3B06F0E7605,MSV1-EAA2C3B06F0E7605,IS 18754:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-205FDD27FDED1711,MSV1-205FDD27FDED1711,IS 18760:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-680AE2F7DD1E57BF,MSV1-680AE2F7DD1E57BF,IS 18774:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A1C765CFD33E369A,MSV1-A1C765CFD33E369A,IS 18782:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-23CB8975E6D999DC,MSV1-23CB8975E6D999DC,IS 2712:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F46BA7DB0AFBBAF1,MSV1-F46BA7DB0AFBBAF1,IS/IEC 61462:2023,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0DA236823C55F110,MSV1-0DA236823C55F110,IS 15437:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-09AD6CE401665CB5,MSV1-09AD6CE401665CB5,IS 1984 (Part 6):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-88BE991F78A7442D,MSV1-88BE991F78A7442D,IS 14106:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1BC295102A078AFB,MSV1-1BC295102A078AFB,IS 4518 (Part 4/Sec 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-58868983B05F80A9,MSV1-58868983B05F80A9,IS 13282:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-347E0D685AE945D0,MSV1-347E0D685AE945D0,IS 9873 (Part 11):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-499766BB96F00F0D,MSV1-499766BB96F00F0D,IS 17932 (Part 5):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-354E5E585285811D,MSV1-354E5E585285811D,IS 11140:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FAEACA009198C23C,MSV1-FAEACA009198C23C,IS 10459:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1F54D43137833AB1,MSV1-1F54D43137833AB1,IS 10008:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EF9D80A0D428829C,MSV1-EF9D80A0D428829C,IS 9464:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-31EE49E61B077D73,MSV1-31EE49E61B077D73,IS 18640:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C0B1DC992040867B,MSV1-C0B1DC992040867B,IS 9066:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C60A911679A1206B,MSV1-C60A911679A1206B,IS 18681 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-73B4D793E4280773,MSV1-73B4D793E4280773,IS 18724:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-786DEB3F5B78A43B,MSV1-786DEB3F5B78A43B,IS 8274:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7794318CC8271FA6,MSV1-7794318CC8271FA6,IS 6291:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8C4983328B1C47DB,MSV1-8C4983328B1C47DB,IS 5566:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-42FE464C046CA680,MSV1-42FE464C046CA680,IS 5414:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BAA99C80261BA3E9,MSV1-BAA99C80261BA3E9,IS 4392:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1EEB6F33D5585357,MSV1-1EEB6F33D5585357,IS 7133:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4509DFDA827E645B,MSV1-4509DFDA827E645B,IS 10688:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FACC40876D6EDF47,MSV1-FACC40876D6EDF47,IS 11573:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F6139809DA6CBA9C,MSV1-F6139809DA6CBA9C,IS 17575:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-9E7D13F80E4A933F,MSV1-9E7D13F80E4A933F,IS 18608:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-02EAA00D80390442,MSV1-02EAA00D80390442,IS/ISO 11120:2015,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-18AE19B3C91FC660,MSV1-18AE19B3C91FC660,IS/IEC 61557 (Part 10):2013,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C9BFA95B757002B7,MSV1-C9BFA95B757002B7,IS/IEC 61557 (Part 11):2020,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8B2E4D4EA2C42E36,MSV1-8B2E4D4EA2C42E36,IS/IEC 61557 (Part 12):2018,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5344E35CC2E42F0E,MSV1-5344E35CC2E42F0E,IS/IEC 61557 (Part 14):2023,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-FA3621891AD7CA92,MSV1-FA3621891AD7CA92,IS/IEC 61557 (Part 17):2021,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-426BDA58694CFC7B,MSV1-426BDA58694CFC7B,IS 18725:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-433BA688A4BAEA72,MSV1-433BA688A4BAEA72,IS 18729:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C4C6083126386927,MSV1-C4C6083126386927,IS/ISO/IEC 21823 (Part 2):2020,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-069C451FDBAC5C6C,MSV1-069C451FDBAC5C6C,IS/IEC 63203 (Part 204/Sec 1):2023,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EA14F906049233EE,MSV1-EA14F906049233EE,IS 8237:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F5FE711B26327753,MSV1-F5FE711B26327753,IS 18662:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8A37A8EFC758597B,MSV1-8A37A8EFC758597B,IS/IEC 60076 (Part 4):2002,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6140B1F2BF64ACAC,MSV1-6140B1F2BF64ACAC,IS 18444 (Part 57/Sec 1202):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BCD06C09F4C3E051,MSV1-BCD06C09F4C3E051,IS 4049 (Part 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-616D279DDC795A28,MSV1-616D279DDC795A28,IS 9192:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3CBE7E4EAB951D2C,MSV1-3CBE7E4EAB951D2C,IS 10864:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-27D260065B62DA57,MSV1-27D260065B62DA57,IS 5819:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C86B102FF8E3D5B1,MSV1-C86B102FF8E3D5B1,IS 4120:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D6C6E8FE9841FDE2,MSV1-D6C6E8FE9841FDE2,IS 4049 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-AB6BFB987B26070F,MSV1-AB6BFB987B26070F,IS 10511:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-61E24E90BACBA720,MSV1-61E24E90BACBA720,IS 5895:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-45C8B819A96EA6C4,MSV1-45C8B819A96EA6C4,IS 4518 (Part 4/Sec 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0F1D54342EE84CEA,MSV1-0F1D54342EE84CEA,IS 18596 (Part 9/Sec 5):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-AF1FDC68C73296CD,MSV1-AF1FDC68C73296CD,IS 2063 (Part 12):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6AD03331285F6604,MSV1-6AD03331285F6604,IS 4518 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-9EFFCFC3841010FD,MSV1-9EFFCFC3841010FD,IS 4908:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-732E06FD61589B1B,MSV1-732E06FD61589B1B,IS 5208:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B3C8A61EF2A048BB,MSV1-B3C8A61EF2A048BB,IS 5914 (Part 9):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-894FD79BA6BC48EB,MSV1-894FD79BA6BC48EB,IS 6213 (Part 22):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C65914FD0168D853,MSV1-C65914FD0168D853,IS 6270:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-441944F7C4F2B07B,MSV1-441944F7C4F2B07B,IS 10285:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-AE26B4E47FF7D24E,MSV1-AE26B4E47FF7D24E,IS/ISO/TS 8000 (Part 60):2017,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-39833A7D257E0B9F,MSV1-39833A7D257E0B9F,IS 13490:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3D2902347DA65513,MSV1-3D2902347DA65513,IS 15092:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C6FA1DA94D6D4A30,MSV1-C6FA1DA94D6D4A30,IS 16478 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4680E3E7C8133994,MSV1-4680E3E7C8133994,IS 18432 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-541862043FDDAE45,MSV1-541862043FDDAE45,IS 18741:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E1AFF50AF7486602,MSV1-E1AFF50AF7486602,IS 18761:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-28860AE249F9695E,MSV1-28860AE249F9695E,IS 18763:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-54D508C016CDA505,MSV1-54D508C016CDA505,IS 14460:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E1AD9DC35B927D2C,MSV1-E1AD9DC35B927D2C,IS 10520:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-4CBC3A69E2C9FD76,MSV1-4CBC3A69E2C9FD76,IS 18619 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-86273035B128B160,MSV1-86273035B128B160,IS 18623 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3DC14BCB5BF6EB63,MSV1-3DC14BCB5BF6EB63,IS 18623 (Part 4):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-497F11355E35CB24,MSV1-497F11355E35CB24,IS 18631 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7B4AFF0C06DFF8A0,MSV1-7B4AFF0C06DFF8A0,IS 18643:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-49B6C5F51BCAEAA1,MSV1-49B6C5F51BCAEAA1,IS 8753:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6F1DAAD9350D8737,MSV1-6F1DAAD9350D8737,IS 11851:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7A2093BDD8DBC890,MSV1-7A2093BDD8DBC890,IS 13207:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C6FBF5945B5B9580,MSV1-C6FBF5945B5B9580,IS 11030:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EC3629372C2C9AB6,MSV1-EC3629372C2C9AB6,IS 13283:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8A778E58F6D480FA,MSV1-8A778E58F6D480FA,IS 13444:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-18B47C5E6FC7424A,MSV1-18B47C5E6FC7424A,IS 14495:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-6808090C6A198B18,MSV1-6808090C6A198B18,IS 14557:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C6B09004822739A0,MSV1-C6B09004822739A0,IS 15192:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BC3794E07CDE7241,MSV1-BC3794E07CDE7241,IS 15469:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-8E65030E44C32803,MSV1-8E65030E44C32803,IS 16071 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-5ECC2BF317CE73AD,MSV1-5ECC2BF317CE73AD,IS 17884 (Part 3):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-16CC474DBAD293BF,MSV1-16CC474DBAD293BF,IS 18720 (Part 100):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B62F633056C43AAA,MSV1-B62F633056C43AAA,IS 18619 (Part 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-74682B878AFE7F75,MSV1-74682B878AFE7F75,IS 18616:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-86B6313B1462CB94,MSV1-86B6313B1462CB94,IS 18596 (Part 9/Sec 6):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-7EFC70CB6F139253,MSV1-7EFC70CB6F139253,IS 2993 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-48D5F1A2DCBECC98,MSV1-48D5F1A2DCBECC98,IS 12763:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-104BC81F8287683C,MSV1-104BC81F8287683C,IS 6380:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-1699CEAC75750F05,MSV1-1699CEAC75750F05,IS 7754 (Part 4):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B37815DEC0900F2E,MSV1-B37815DEC0900F2E,IS 18545:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C0A4AB55712D7259,MSV1-C0A4AB55712D7259,IS 7263:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-F3FE4782A0A9DBF6,MSV1-F3FE4782A0A9DBF6,IS 7552:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-ADAD7B2527B419CF,MSV1-ADAD7B2527B419CF,IS 7631:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BB8A6CB01A4CAF1D,MSV1-BB8A6CB01A4CAF1D,IS/ISO 8528 (Part 10):2022,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-E300C97AA6F827BD,MSV1-E300C97AA6F827BD,IS 11790:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-29B57598D9DFE511,MSV1-29B57598D9DFE511,IS 12726:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C62D39A11652AE97,MSV1-C62D39A11652AE97,IS 16017:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D903E4EA00FD3959,MSV1-D903E4EA00FD3959,IS 17458:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-69C7A846183B4F67,MSV1-69C7A846183B4F67,IS 17458 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-DA3A03F6A81689D9,MSV1-DA3A03F6A81689D9,IS 18445:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-EA42CACD40CD1B4F,MSV1-EA42CACD40CD1B4F,IS 17884 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-79E657A93266B722,MSV1-79E657A93266B722,IS 18596 (Part 7/Sec 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-C5F51F7B93CC3BC8,MSV1-C5F51F7B93CC3BC8,IS 18596 (Part 9/Sec 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-739B218E1969A85C,MSV1-739B218E1969A85C,IS 18654:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-D79999903C5B88DE,MSV1-D79999903C5B88DE,IS 18748:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-B52BAB3AA7090748,MSV1-B52BAB3AA7090748,IS/ISO 516:2019,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-CE9376EC00424E88,MSV1-CE9376EC00424E88,IS 4682 (Part 1):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-13D71DFA55498AFC,MSV1-13D71DFA55498AFC,IS 4854 (Part 2):2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-3B7524788B1651AF,MSV1-3B7524788B1651AF,IS 9040:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-CF3D0F3E2A888312,MSV1-CF3D0F3E2A888312,IS 9075:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-BFEE2F29C3C2A9BA,MSV1-BFEE2F29C3C2A9BA,IS 11849:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-A4BB9817608B6B92,MSV1-A4BB9817608B6B92,IS 11850:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2545C841E1377EFF,MSV1-2545C841E1377EFF,IS 12464:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-2EA4B3ABA9F3288D,MSV1-2EA4B3ABA9F3288D,IS 14567:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
DOC-0CC0CB9CA010407C,MSV1-0CC0CB9CA010407C,IS 16332:2024,SOURCE_DERIVED,OFFICIAL_SOURCE_INVENTORY,False
