query_id,query,language,script,standard_id,translation_type,validation_status,record_type,synthetic_flag
MQ-CB3D492BDD49242A,"[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Malayalam,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-6500AEC64D95CA8C,"[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Telugu,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-D10EB0B4848E6A21,"[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Kannada,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FBFE48C16545B1DF,"[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Bengali,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-51FD7B441FBC5795,"[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Marathi,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-3B44754BF3D5342E,"[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Fire Hose Delivery Couplings, Branch Pipe, Nozzles and Nozzle Spanner - Specification (Fifth Revision)",Gujarati,LATIN_OR_PLACEHOLDER,MSV1-A618E538928F2183,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-363DC4ABF1EFE4BA,Need applicable Indian standard for Soy Amrakhand,English,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-A176B4C3DA9D933F,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Tamil,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-148E19F5B851376A,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Hindi,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-2833DF67F995F35E,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-A5347EEA8AFC53B6,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Telugu,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-E88AD5E33D9CE0B0,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Kannada,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B40802E4D39DD86E,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Bengali,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C2BCB52D4264219E,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Marathi,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B67E0B90D8840D86,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Soy Amrakhand,Gujarati,LATIN_OR_PLACEHOLDER,MSV1-E0162E31EE169F33,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-D0DFA2B4CE5168B8,Need applicable Indian standard for Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),English,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-4BA06261E9D0AB4D,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Tamil,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-2F01CF0E7B18C94C,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Hindi,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-7AB394C7E332F9B6,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Malayalam,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-72BC108E52E36278,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Telugu,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-AE2AC74525CAF915,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Kannada,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-982447256F3A13AD,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Bengali,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C038AC2068D7D1B4,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Marathi,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-4B5AD80F8C0A478F,[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 5 masonry (First Revision),Gujarati,LATIN_OR_PLACEHOLDER,MSV1-899135D1E001E554,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-8FA587B714CE8FA1,"Need applicable Indian standard for Hub axle, front for moped - Specification (First Revision)",English,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-9B4AAF7E3F27689A,"[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Tamil,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-42883D3320F1D5C5,"[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Hindi,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-E78BD8806097F711,"[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Malayalam,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-9950E58A42F113A3,"[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Telugu,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-5C351C256B541F6F,"[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Kannada,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-3EE893C24F461C9C,"[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Bengali,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-9DCE00357FB259AD,"[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Marathi,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B75D88A89BDD421F,"[SYNTHETIC_GU_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Hub axle, front for moped - Specification (First Revision)",Gujarati,LATIN_OR_PLACEHOLDER,MSV1-39AC68A9CD7A26AD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-08CC2C45F6270406,Need applicable Indian standard for Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,English,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-AAB266FF7CE4432A,[SYNTHETIC_TA_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Tamil,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C88DF47E6D638966,[SYNTHETIC_HI_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Hindi,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-C14C63F12B26CA52,[SYNTHETIC_ML_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Malayalam,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-B459DB5B0C803275,[SYNTHETIC_TE_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Telugu,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-83D830015F553F7B,[SYNTHETIC_KN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Kannada,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-0A061F74BD64D58D,[SYNTHETIC_BN_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Bengali,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
MQ-FD9E624485FF70D2,[SYNTHETIC_MR_TRANSLATION_PENDING_HUMAN_REVIEW] Applicable standard for: Arjuna Terminalia arjuna Roxb ex DC Wight Arn Stem bark for use in Traditional Medicine Specifications,Marathi,LATIN_OR_PLACEHOLDER,MSV1-603CE15978E46BFD,SYNTHETIC_TEMPLATE,SYNTHETIC_NOT_OFFICIAL_TERMINOLOGY,SYNTHETIC,True
