committee_id,committee_name,source,validation_status
COMMITTEE-FCD0BFFEBBA003A8,UNVALIDATED_PART_CLUSTER::IS 15284 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-936660E3826E86F6,UNVALIDATED_PART_CLUSTER::IS 8122 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-3BEB1796D1115565,UNVALIDATED_PART_CLUSTER::IS 8122 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1E399C6A5D3C7BC5,UNVALIDATED_PART_CLUSTER::IS 1989 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-9347259BA120AB5E,UNVALIDATED_PART_CLUSTER::IS 1989 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-BF3EEC2E3B71B3A7,UNVALIDATED_PART_CLUSTER::IS 2553 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-075963C8EF4F5BA8,UNVALIDATED_PART_CLUSTER::IS 19655 (Part 6):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-923EF4C91BD4D6E2,UNVALIDATED_PART_CLUSTER::IS/ISO 7425 (Part 2):2021,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-ECECCAEE3A11832D,UNVALIDATED_PART_CLUSTER::IS 17874 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-168CEE3E23AEA052,UNVALIDATED_PART_CLUSTER::IS 17874 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-203F14B17DEE2E9F,UNVALIDATED_PART_CLUSTER::IS 17113 (Part 7):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-4DE8D93E88CD95EC,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 17):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-3B1C40D6034AD012,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 10):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-7BBFDBDA15951B7A,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 28):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-7F710D6361B08A48,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 37):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DAA954BB9AF60964,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 48):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-A81E1157FB415C4D,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 98):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-33E4EAFBCAA4F02B,UNVALIDATED_PART_CLUSTER::IS 17017 (Part 23):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-47CF50CB151B19B2,UNVALIDATED_PART_CLUSTER::IS 10680 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F9057C91DDC6A963,UNVALIDATED_PART_CLUSTER::IS 14943 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DC24CAD34C8CE5ED,UNVALIDATED_PART_CLUSTER::IS 19863 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-8B9DDC4CAB10F4DF,UNVALIDATED_PART_CLUSTER::IS 19863 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-EF3FCCFEEC5FAD64,UNVALIDATED_PART_CLUSTER::IS 19863 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-805EC1D31AFD149F,UNVALIDATED_PART_CLUSTER::IS/ISO 8573 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-862EABA9E727E953,UNVALIDATED_PART_CLUSTER::IS 17274 (Part 11):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DA3E6AFEB35DD41F,UNVALIDATED_PART_CLUSTER::IS 8751 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-644BB82B9F57A1CA,UNVALIDATED_PART_CLUSTER::IS/ISO/IEC 19896 (Part 1):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-199A3B23EEB59612,UNVALIDATED_PART_CLUSTER::IS/ISO/IEC 19896 (Part 3):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-ECF9B36B821C96FB,UNVALIDATED_PART_CLUSTER::IS 14990 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-CAA740A24ED311A5,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-A3CE034C039E5C75,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-77100B7D436CEF04,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-C51905603DE643AD,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-CA4FDC155633F311,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-6FF6F748611B902C,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 6):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-7ABDD8EDBD94DD67,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 7):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-71D5C9CB3BC0156F,UNVALIDATED_PART_CLUSTER::IS 19751 (Part 8):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-885D5173E6E33A7E,UNVALIDATED_PART_CLUSTER::IS 5508 (Part 18):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-770D285939D20CCD,UNVALIDATED_PART_CLUSTER::IS 3608 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DB3C1BFCC15A23CB,UNVALIDATED_PART_CLUSTER::IS 10226 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-4D48B275933C1C5A,UNVALIDATED_PART_CLUSTER::IS 10226 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-6E0AE8EA1220F783,UNVALIDATED_PART_CLUSTER::IS 302 (Part 2/Sec 99):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-FF5B03ECEFE43629,UNVALIDATED_PART_CLUSTER::IS 8783 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-550D079F1A93DFC6,UNVALIDATED_PART_CLUSTER::IS 8783 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-48C399EB05F33EEB,UNVALIDATED_PART_CLUSTER::IS 8783 (Part 4/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-BCEE1CCE770B1B54,UNVALIDATED_PART_CLUSTER::IS 8783 (Part 4/Sec 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-B1D68E345BAA64B5,UNVALIDATED_PART_CLUSTER::IS 8783 (Part 4/Sec 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-FD6B9D703600EB4E,UNVALIDATED_PART_CLUSTER::IS 101 (Part 5/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-B5CEF11F17DFC042,UNVALIDATED_PART_CLUSTER::IS/ISO 7507 (Part 2):2022,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-0179E82422E2BF50,UNVALIDATED_PART_CLUSTER::IS 432 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-A1D4760A0533938C,UNVALIDATED_PART_CLUSTER::IS 4289 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1331FE3143598FBB,UNVALIDATED_PART_CLUSTER::IS 16893 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-398987868603E82B,UNVALIDATED_PART_CLUSTER::IS 16893 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-FC6CE316AD22EF77,UNVALIDATED_PART_CLUSTER::IS 16893 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F09C58BD89E424FC,UNVALIDATED_PART_CLUSTER::IS 19766 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-41D8D85F2AF952A3,UNVALIDATED_PART_CLUSTER::IS 101 (Part 1/Sec 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-26DF4D42EFD24BC7,UNVALIDATED_PART_CLUSTER::IS 101 (Part 4/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DA92D1718C3009F2,UNVALIDATED_PART_CLUSTER::IS 19047 (Part 6):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-8452FE75AAAD9E04,UNVALIDATED_PART_CLUSTER::IS 101 (Part 5/Sec 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1164B45D762D9BAB,UNVALIDATED_PART_CLUSTER::IS 101 (Part 3/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-5239C52C76D772C5,UNVALIDATED_PART_CLUSTER::IS 4296 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1AF721372FBF52FB,UNVALIDATED_PART_CLUSTER::IS 9401 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-482760B67F1DF60D,UNVALIDATED_PART_CLUSTER::IS 9401 (Part 9):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-80DB7B458B1D99B7,UNVALIDATED_PART_CLUSTER::IS 9401 (Part 10):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-C338A0C456D29631,UNVALIDATED_PART_CLUSTER::IS 9401 (Part 12):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-A7F45075875DA11F,UNVALIDATED_PART_CLUSTER::IS 5878 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-94082F89BC8A7378,UNVALIDATED_PART_CLUSTER::IS 10434 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-02B2BC6E47AF0857,UNVALIDATED_PART_CLUSTER::IS 11639 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-ABEAF5A059C3E25D,UNVALIDATED_PART_CLUSTER::IS 17900 (Part 3/Sec 2):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-D3E191374CF57EC5,UNVALIDATED_PART_CLUSTER::IS/IEC 60068 (Part 2/Sec 11):2021,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-BAB688DE3A2E2C8E,UNVALIDATED_PART_CLUSTER::IS/IEC 62563 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-5CB2CD8E22399CD6,UNVALIDATED_PART_CLUSTER::IS 8543 (Part 1/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-0D12845E0185CFB8,UNVALIDATED_PART_CLUSTER::IS 101 (Part 1/Sec 7):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-DE85FBB5556DAF69,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 97):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1664D2E52F24BE92,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 186):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F8CDF39B372E2FDB,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 187):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-7E43A6A3E5BF9294,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 208):2019,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-FE0179334A9D2C9A,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 210):2019,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-389A64D32F51C20C,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 211):2019,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F8750A2EB7837D0A,UNVALIDATED_PART_CLUSTER::IS 1448 (Part 212):2019,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F028B5EC11429695,UNVALIDATED_PART_CLUSTER::IS 13360 (Part 5/Sec 5/Sub-Sec 1):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-FB4342450295580E,UNVALIDATED_PART_CLUSTER::IS 13360 (Part 3/Sec 2):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-127F2BC6524E4515,UNVALIDATED_PART_CLUSTER::IS 13360 (Part 3/Sec 9):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-C8DC71CABADFC526,UNVALIDATED_PART_CLUSTER::IS 15641 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-6D56EEA9775AA645,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 15):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-E0001C7FE777699F,UNVALIDATED_PART_CLUSTER::IEC 61000 (Part 5/Sec 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F90D3377EB1B4909,UNVALIDATED_PART_CLUSTER::IS 19638 (Part 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-1CBEF90A3CF15302,UNVALIDATED_PART_CLUSTER::IS 19638 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-CAD9C9E2C650AE0D,UNVALIDATED_PART_CLUSTER::IS 19512 (Part 2):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-411F36DDFF57241F,UNVALIDATED_PART_CLUSTER::IS 18972 (Part 101):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-5FA120A7F5D6DD0A,UNVALIDATED_PART_CLUSTER::IS 18972 (Part 200):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-6D71DF43D86B5879,UNVALIDATED_PART_CLUSTER::IS 18972 (Part 201):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-133ACE52323D002B,UNVALIDATED_PART_CLUSTER::IS 18972 (Part 202):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-AA982AA624443AA6,UNVALIDATED_PART_CLUSTER::IS/IEC 60669 (Part 2/Sec 2):2024,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-D728C85C719C97A0,UNVALIDATED_PART_CLUSTER::IS 7080 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-CA10CA6E96E93C8B,UNVALIDATED_PART_CLUSTER::IS 16463 (Part 10):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-EB9C7CD59026C984,UNVALIDATED_PART_CLUSTER::IS 16463 (Part 31):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-E7F111C92451D6B6,UNVALIDATED_PART_CLUSTER::IS 13970 (Part 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-EB6D6E72D25E5D7F,UNVALIDATED_PART_CLUSTER::IS/ISO/IEC 5259 (Part 5):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-C7151DBA07E0D12F,UNVALIDATED_PART_CLUSTER::IS 13970 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-23C151970A7EFC5A,UNVALIDATED_PART_CLUSTER::IS 19490 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-082DD7490EAFA56F,UNVALIDATED_PART_CLUSTER::IS 7906 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-61DA364B2DB36D5E,UNVALIDATED_PART_CLUSTER::IS 2742 (Part 6):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-419ADA2EE5CF6771,UNVALIDATED_PART_CLUSTER::IS 813 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-974572AAA3D95A70,UNVALIDATED_PART_CLUSTER::IS 19766 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-795C3BE28910F41F,UNVALIDATED_PART_CLUSTER::IS 8593 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-24CDE4033FDC1C75,UNVALIDATED_PART_CLUSTER::IS 10386 (Part 11):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-148191EFB2D3C807,UNVALIDATED_PART_CLUSTER::IS 1200 (Part 12):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-A4FE89BAD10DDC2F,UNVALIDATED_PART_CLUSTER::IS 228 (Part 25):2025,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-937A04AEFCEC1D7B,UNVALIDATED_PART_CLUSTER::IS 13162 (Part 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-719D404B8A8E164F,UNVALIDATED_PART_CLUSTER::IS 19764 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-45D2FDD4AD826B05,UNVALIDATED_PART_CLUSTER::IS 18538 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-6D9CD8E0267E6957,UNVALIDATED_PART_CLUSTER::IS 17260 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-9ED3A521BC1A115C,UNVALIDATED_PART_CLUSTER::IS 2974 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-333D154665986125,UNVALIDATED_PART_CLUSTER::IS 2974 (Part 2):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-5708A5231929377C,UNVALIDATED_PART_CLUSTER::IS 2974 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-D50612912A3ACDCB,UNVALIDATED_PART_CLUSTER::IS 2974 (Part 4):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-567178E9C46D96F9,UNVALIDATED_PART_CLUSTER::IS 5182 (Part 9):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-E3D352A2342906FF,UNVALIDATED_PART_CLUSTER::IS 5182 (Part 6/Sec 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-46AA455A3EE3E8CB,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 6):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-58E01CEEB2668571,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 7):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-3926F0E672404F26,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 10):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-F0C4BB9AD09669BE,UNVALIDATED_PART_CLUSTER::IS 12244 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-CC21AAEB9E0B3900,UNVALIDATED_PART_CLUSTER::IS 5868 (Part 3):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-8DB3045ECEC67293,UNVALIDATED_PART_CLUSTER::IS 8751 (Part 1):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-E325AE55870043F0,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 5):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
COMMITTEE-E42C63885E482131,UNVALIDATED_PART_CLUSTER::IS 17118 (Part 11):2026,DERIVED_FROM_IDENTIFIER_PART,INFERRED_NOT_OFFICIAL
